shoe_name,url,brand,review_date,price,total_score,audience_score,user_rating,expert_rating,ranking,popularity,ranking_percentile,popularity_percentile,pros,cons,awards,rr_verdict,num_pros,num_cons,num_awards,user_review_count,expert_review_count,terrain,arch,arch_support,use,pace,season,shoe_weight_g,toe_drop_mm,foot_height_mm,heel_stack_lab,heel_lab,forefoot_lab,midsole_softness,difference_in_midsole_softness_in_cold,stiffness,difference_in_stiffness_in_cold,torsional_rigidity,heel_counter_stiffness,toebox_durability,heel_padding_durability,outsole_durability,breathability,lightweight,plate,rocker,waterproofing,size,width_fit,toebox_width,widths_available,orthotic_friendly,for_heavy_runners,drop_mm,drop_lab,weight_lab,strike_pattern,trail_terrain,lug_depth,has_carbon_plate,removable_insole,toe_drop,foot_height,shoe_weight
Adidas Adizero Adios Pro 3,https://runrepeat.com/adidas-adizero-adios-pro-3,Adidas,2023-07-31,250.0,91.0,91.0,94.0,85.0,32.0,155.0,Top 6%,Top 28%,"['Supreme stability... in a supershoe!', ' World-class energy return and cushioning', ' Feather-light and agile', ' A dream come true for marathoners', ' Wonderful breathability', ' Top-notch grip', ' even in wet conditions', ' Outstanding outsole durability', ' Accommodates wide feet']","['Risk of heel slippage', ' Lacing can be tricky', ' Not suited for heel strikers']","['Top pick in best Adidas running shoes (2023)', ' Top pick in best lightweight running shoes (2023)', ' Top 7% in road running shoes', ' Top 8% in Adidas running shoes', ' Top 28% most popular running shoes']","The Adizero Adios Pro 3 stands out as one of the top racing shoes available in the market, if not the absolute best. Its phenomenal stability sets a new standard for supershoes, and we found the full-length Energyrods synergize perfectly with the bouncy Lightstrike Pro foam during our fast-paced runs. With its wider design, it accommodates wide feet and grips even in wet conditions. While it's hard to pinpoint any major drawbacks, we believe the upper could be fine-tuned for v4 in terms of comfort.",9,3,5,17316.0,26.0,Road,Neutral,Neutral,"['Triathlon ', ' Treadmill']",['Competition'],"Summer, All seasons",223.0,6.5,33.0,,"37.8 mm, 39.5 mm","29.8 mm, 33.0 mm",Balanced,Small,Stiff,Small,Stiff,Flexible,Bad,Good,Good,Breathable,✓,Carbon plate,✓,,True to size,Medium,Wide,Normal,✓,,7.25,"8.0 mm, 6.5 mm","7.7 oz / 218g, 7.9 oz / 223g","Heel, Mid/forefoot",,,True,✓,6.5 mm,33 mm,7.9 oz / 223g
Adidas Adizero Adios Pro 4,https://runrepeat.com/adidas-adizero-adios-pro-4,Adidas,2025-01-19,250.0,92.0,92.0,93.0,90.0,10.0,88.0,Top 4%,Top 28%,"['Softer', ' bouncier Lightstrike Pro foam', ' Maintains the same price', ' No more heel slippage', ' Versatile from 5K to marathon distances', ' Durable outsole with outstanding grip', ' Fantastic for midfoot and forefoot strikers', ' Improved for faster runners', ' Comfortable', ' gusseted tongue', ' Lighter than Adios Pro 3']","['Unstable for every heel striker', ' Narrow', ' tapered toebox', ' Upper lacks breathability', ' Midsole loses bounce quicker than AP3']","['Top pick in best marathon running shoes', ' Top pick in best Adidas running shoes', ' Top 4% in road running shoes', ' Top 7% in Adidas running shoes', ' Top 28% most popular running shoes']","Adidas took what felt like an eternity to release the Adios Pro 4, but in our experience, the wait was absolutely worth it. The AP4 offers enhanced energy return, a lighter construction, and plush foam that feels incredible underfoot. However, it now features a narrower toebox that reduces comfort for wider feet, and we also believe heel strikers will find the lack of rear stability too uncomfortable. And while it may resemble its predecessor, we found it to be a completely different beast—designed for speed but less forgiving for casual racers.",11,5,5,1886.0,26.0,Road,Neutral,Neutral,[''],['Competition'],All seasons,201.0,6.0,33.0,,"36.6 mm, 39.0 mm","28.5 mm, 33.0 mm",Soft,Small,Moderate,Small,Stiff,Flexible,Bad,Good,Good,Warm,✓,Carbon plate,✓,,Slightly small,Medium,Narrow,Normal,✓,,7.05,"8.1 mm, 6.0 mm","7.1 oz / 200g, 7.1 oz / 201g",Mid/forefoot,,,True,✓,6 mm,33 mm,Men: 7.1 oz / 201g | Women: 6.4 oz / 181g
Adidas Adizero Boston 11,https://runrepeat.com/adidas-adizero-boston-11,Adidas,2023-07-10,160.0,83.0,83.0,83.0,84.0,422.0,473.0,Bottom 24%,Bottom 15%,"['Very stable for being a high-stack shoe', ' Excellent grip', ' Breathable upper', ' Versatile for different workouts', ' Protective underfoot', ' Extremely durable outsole', ' Made with recycled materials', ' Attractive design']","['Definitely stiff and firm', ' Long breaking-in period']",[''],"The Adidas Adizero Boston line saw a radical change with version number 10 when it got much bigger. As per our observations, the 11th iteration sees just a few differences and remains a maximal training shoe devoted to those runners who love a very firm ride and train for medium to long-distance races. We found it to be surprisingly stable, lighter, and much more durable. And thumbs up for including some recycled materials.",8,2,1,9435.0,14.0,Road,Neutral,Neutral,['Treadmill'],['Tempo'],All seasons,272.0,8.5,31.0,,"39.1 mm, 39.5 mm","29.3 mm, 31.0 mm",Balanced,Normal,Stiff,Big,Stiff,Moderate,Bad,Decent,Good,Moderate,✗,Carbon plate,✓,,True to size,Wide,Wide,"Normal, Wide",✓,,9.15,"9.8 mm, 8.5 mm","10.2 oz / 290g, 9.6 oz / 272g","Heel, Mid/forefoot",,,True,✓,8.5 mm,31 mm,9.6 oz / 272g
Adidas Adizero Boston 12,https://runrepeat.com/adidas-adizero-boston-12,Adidas,2023-07-12,160.0,89.0,89.0,92.0,81.0,102.0,164.0,Top 32%,Bottom 49%,"['Lightstrike 2.0 brings a remarkable upgrade', ' Delivers a fun ride', ' Lighter than versions 10 and 11', ' Handles both slow and fast paces with ease', ' Wide toebox', ' Durable and grippy Continental outsole', ' Even more Lightstrike Pro superfoam', ' Improved stability due to a broader base', ' Fantastic for midfoot-to-forefoot strikers']","['Upper durability falls short', ' Tongue and heel could benefit from extra padding', ' Heel strikers might prefer v11']","['Top pick in best Adidas running shoes', ' Top 22% in sustainable running shoes']","In our opinion, the Boston 12 marks a welcomed return to the shoe's roots, evolving as a light, versatile, and universally appealing running partner. It's once again designed to handle a range of runs, from moderate recovery sessions to tempo intervals. The updated Lightstrike 2.0 foam boosts bounce and softness, complementing the brilliant Lightstrike Pro. In our tests, we believe that this iteration makes a significant leap from its predecessor, showcasing smoother transitions, a more comfortable ride, and a lighter build.",9,3,2,24307.0,25.0,Road,Neutral,Neutral,['Treadmill'],['Tempo'],"Summer, All seasons",260.0,6.5,30.5,,"34.5 mm, 37.0 mm","28.4 mm, 30.5 mm",Balanced,"Small, Normal",Moderate,Small,Stiff,Flexible,Bad,Decent,Good,Breathable,✗,,✓,,Slightly large,Wide,Medium,"Normal, Wide",✓,,6.3,"6.1 mm, 6.5 mm","9.2 oz / 261g, 9.2 oz / 260g",Mid/forefoot,,,False,✓,6.5 mm,30.5 mm,9.2 oz / 260g
Adidas Adizero EVO SL,https://runrepeat.com/adidas-adizero-evo-sl,Adidas,2024-11-26,150.0,93.0,93.0,96.0,88.0,2.0,33.0,Top 1%,Top 11%,"['100% Lightstrike Pro superfoam', ' Exceptional value-to-performance ratio', ' Low weight', ' Ultra-breathable upper', ' Unmatched versatility', ' Agile and fun ride', ' Superior Continental rubber', ' Handles short and long runs with ease', ' Striking Evo 1-inspired aesthetics']","['Poor-quality laces', ' Short', ' non-gusseted tongue', ' Toebox durability']","['Top pick in best Adidas running shoes', ' Top 1% in road running shoes', ' Top 4% in Adidas running shoes', ' Top 11% most popular running shoes']","We really believe that the Adidas Adizero EVO SL has the potential to transform the running shoe industry. Priced like a daily trainer, it features a 100% Lightstrike Pro midsole and world-class Continental outsole. On top of that, we found it lightweight, well-cushioned, sleek-looking and excellent for a wide range of paces and distances. While the short tongue and horrible laces left room for improvement, the EVO SL delivers a hard-to-believe mix of value, versatility and performance.",9,4,4,9492.0,25.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill']","['Daily running', ' Tempo']","Summer, All seasons",224.0,6.5,32.0,,"36.1 mm, 38.5 mm","28.1 mm, 32.0 mm",Balanced,Small,Flexible,Small,Stiff,Moderate,Bad,Good,Good,Breathable,✓,,✓,,True to size,Medium,Medium,"Normal, Wide",✓,,7.25,"8.0 mm, 6.5 mm","7.9 oz / 223g, 7.9 oz / 224g","Heel, Mid/forefoot",,,False,✓,6.5 mm,Men: 32 mm | Women: 32.2 mm,Men: 7.9 oz / 224g | Women: 6.6 oz / 188g
Adidas Adizero Prime X 2 Strung,https://runrepeat.com/adidas-adizero-prime-x-2-strung,Adidas,2024-07-04,300.0,88.0,88.0,88.0,87.0,135.0,35.0,Top 42%,Top 11%,"['Amazing Strung upper', ' Impressive durability', ' Rule-breaker cushioning', ' Integrated dual carbon plates', ' Exceptional Continental outsole', ' Wonderful for long distance training', ' Stability exceeds expectations', ' Superior build quality', ' Screams innovation']","['Simply too heavy', ' Exorbitantly priced at $300', ' Less exhilarating than v1']","['Top pick in best Adidas running shoes', ' Top 11% most popular running shoes']","The Prime X 2 Strung is the pinnacle of Adidas's technological innovation, setting a new standard in engineering for running shoes. In our lab examination, we discovered that this shoe integrates a colossal stack height and dual carbon plates, complemented by a quartet of distinct foams and a durable, exceptionally breathable Strung upper. And one of the finest outsoles we've ever put to the test. However, we think its weight makes it less than ideal for racing, positioning it as a $300 supertrainer that almost reached legendary status.",9,3,2,5564.0,16.0,Road,Neutral,Neutral,['Treadmill'],"['Competition', ' Tempo']",All seasons,306.0,6.5,43.5,,"45.7 mm, 50.0 mm","36.9 mm, 43.5 mm",Balanced,Small,Stiff,Small,Stiff,Flexible,Good,Good,Good,Moderate,✗,Carbon plate,✓,,True to size,Medium,Narrow,Normal,✓,,7.65,"8.8 mm, 6.5 mm","10.8 oz / 305g, 10.8 oz / 306g","Heel, Mid/forefoot",,,True,✓,6.5 mm,43.5 mm,Men: 10.8 oz / 306g | Women: 9.9 oz / 281g
Adidas Adizero SL,https://runrepeat.com/adidas-adizero-sl,Adidas,2023-10-04,120.0,88.0,88.0,91.0,81.0,233.0,285.0,Top 42%,Bottom 48%,"['Spacious upper', ' Durable outsole', ' Highly breathable mesh', ' Surprisingly light', ' Stable for being a neutral daily trainer', ' Superb grip', ' Great value', ' Suitable for track workouts']","['Lightstrike feels like a brick', ' Low energy return', ' Heel is extremely narrow']",['Top 30% in running shoes for beginners'],"Adidas' latest foray into the daily trainer game is the Adizero SL, which borrows design elements from the brand's premium lineup. At $120, it boasts a feathery weight, top-notch stability and fantastic breathability. The catch? The heel is on the narrow side, which might not sit well with heel strikers. Plus, even though it has a puck of Lightstrike Pro in the forefoot, we found the foam is quite firm overall and lacks energy return.",8,3,1,16195.0,20.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']","['Daily running', ' Tempo']","Summer, All seasons",244.0,10.0,25.0,,"34.9 mm, 35.0 mm","26.3 mm, 25.0 mm",Balanced,Normal,Moderate,Normal,Stiff,Moderate,Decent,Good,Good,Breathable,✓,,✗,,Slightly small,Medium,Medium,"Normal, Wide",✓,,9.3,"8.6 mm, 10.0 mm","8.8 oz / 249g, 8.6 oz / 244g","Heel, Mid/forefoot",,,False,✓,Men: 10 mm | Women: 8.5 mm,Men: 25 mm | Women: 24.5 mm,Men: 8.6 oz / 244g | Women: 7.4 oz / 210g
Adidas Adizero SL2,https://runrepeat.com/adidas-adizero-sl2,Adidas,2024-09-03,130.0,90.0,90.0,94.0,83.0,44.0,151.0,Top 14%,Top 47%,"['Lightweight', ' Enhanced with more Lightstrike Pro superfoam', ' Suits various running paces', ' Can double as a racer for beginners', ' Spacious fit', ' Highly breathable', ' Excellent value', ' Surprisingly plush upper', ' Grippy even in rain']","['Tongue design needs enhancement', ' Outsole durability', ' Not very stable']","['Top 17% in road running shoes', ' Top 17% in Adidas running shoes']","The Adidas Adizero SL2 presents a distinctive approach as a daily trainer, diverging notably from current market trends. We really liked its emphasis on providing a dynamic, lightweight, and enjoyable ride, though it does sacrifice stability in the process. In our testing, we also noted that the outsole could benefit from some enhancements. Despite these areas for improvement, we found it to be a refreshing, well-priced option and a worthy sequel to the original SL, leaving us quite satisfied!",9,3,2,10008.0,17.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' For beginners']","['Daily running', ' Tempo']","Summer, All seasons",238.0,9.0,26.0,,"34.9 mm, 35.0 mm","26.7 mm, 26.0 mm",Balanced,Small,Moderate,Small,Moderate,Flexible,Bad,Good,Decent,Breathable,✓,,✗,,Half size small,Wide,Medium,"Normal, Wide",✓,,8.6,"8.2 mm, 9.0 mm","8.6 oz / 245g, 8.4 oz / 238g","Heel, Mid/forefoot",,,False,✓,9 mm,26 mm,Men: 8.4 oz / 238g | Women: 7.2 oz / 205g
Adidas Adizero Takumi Sen 10,https://runrepeat.com/adidas-adizero-takumi-sen-10,Adidas,2024-06-20,180.0,89.0,89.0,92.0,84.0,84.0,237.0,Top 26%,Bottom 26%,"['Lightweight', ' Awesome for 5K/10K races', ' Responsive Lightstrike Pro midsole', ' Breathable engineered mesh', ' Loves to go fast', ' Awesome for track workouts', ' Continental rubber', ' Amazing at taking corners', ' Recycled materials in the upper']","['Not for heel strikers', ' Durability concerns', ' Extremely cramped fit']","['Top pick in best Running shoes for 5K and 10K races', ' Top pick in best Adidas running shoes', ' Top 29% in road running shoes', ' Top 30% in Adidas running shoes']","The Adidas Adizero Takumi Sen 10 stands out as a lightweight, responsive racer—perfect for 5K and 10K distances and exceptional for speed workouts. We were impressed by the Continental outsole and Lightstrike Pro midsole during our tests, as they delivered fast paces with excellent grip. However, we encountered concerns regarding durability and an extremely cramped fit. In our experience, while the Takumi performs wonderfully in specific scenarios, its limited overall utility makes it a specialized tool that might not meet every runner's needs.",9,3,4,3455.0,8.0,Road,Neutral,Neutral,['Treadmill'],"['Competition', ' Tempo']","Summer, All seasons",196.0,6.0,27.0,,"30.6 mm, 33.0 mm","22.8 mm, 27.0 mm",Soft,Small,Moderate,Normal,Stiff,Flexible,Bad,Good,Bad,Breathable,✓,,✗,,Half size small,Narrow,Medium,Normal,✓,,6.9,"7.8 mm, 6.0 mm","7.1 oz / 200g, 6.9 oz / 196g",Mid/forefoot,,,False,✓,6 mm,27 mm,Men: 6.9 oz / 196g | Women: 5.9 oz / 167g
Adidas Alphabounce+,https://runrepeat.com/adidas-alpha-bounce,Adidas,2023-09-21,100.0,81.0,81.0,90.0,,273.0,161.0,Bottom 15%,Top 50%,"['Great impact protection', ' Bounce midsole foam at the heel provides a premium feeling ride', ' Good for walking', ' gym days', ' as well as easy runs', ' Remarkably stable underfoot', ' Grippy and durable outsole', ' Budget friendly', ' Stylish and sustainable design']","['Very heavy for a road shoe', ' Breathability could be better', ' Tapered toebox', ' Lacking in upper durability']",['Top pick in best running shoes for heavy men'],"In my opinion, the Alphabounce+ is a daily trainer cunningly disguised as a stylish sneaker. Its ace-in-the-hole is the Bounce midsole foam found at the heel that delivers a premium feeling ride at a bargain-bin price. Despite being on the heavier side, this workhorse provides me with stability and comfort in my casual runs, days at the gym, or just moseying around town.",9,4,1,11943.0,,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,354.0,10.0,10.0,,"37.7 mm, 20.0 mm","26.2 mm, 10.0 mm",Balanced,Small,Moderate,Big,Stiff,Moderate,Bad,Bad,Good,Moderate,,,✗,,True to size,Medium,Narrow,Normal,✓,,10.75,"11.5 mm, 10.0 mm","12 oz / 340g, 12.5 oz / 354g",Heel,,,False,✓,10 mm,10 mm,Men: 12.5 oz / 354g | Women: 11 oz / 312g
Adidas Duramo 10,https://runrepeat.com/adidas-duramo-10,Adidas,2022-04-16,70.0,84.0,84.0,89.0,82.0,229.0,272.0,Bottom 29%,Bottom 16%,"['Comfy for all-day wear', ' Lightweight for its kind', ' Stable even during sharp turns', ' Breezy on warm days', ' Perfect for beginners', ' Can handle gym training', ' Durable for the price', ' Soft upper', ' Affordable', ' Eco-friendly upper']","['Break-in period for wide feet', ' Lacks spring for fast runs']",['Top pick in best running shoes for orthotics'],"The Adidas Duramo 10 is a budget running shoe that we confirmed is great for beginners who want a cushy ride to ease their way into running. With its down-to-earth price, there's nothing down about it when it comes to being an all-rounder. Whether it's for the short or long haul, we are able to rely on the Duramo 10. And if you want to take it outside of running, we are telling you: It's an excellent pick for walks, casual wear, and gym training!",10,2,1,257964.0,2.0,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,275.0,9.0,23.0,,"31.6 mm, 32.0 mm","22.9 mm, 23.0 mm",Balanced,Small,Moderate,Big,Stiff,Flexible,-,-,-,-,✗,,,,True to size,Narrow,-,"Narrow, Normal, Wide",✓,,8.85,"8.7 mm, 9.0 mm","10.3 oz / 292g, 9.7 oz / 275g","Heel, Mid/forefoot",,,False,✓,9 mm,23 mm,9.7 oz / 275g
Adidas Duramo Speed,https://runrepeat.com/adidas-duramo-speed,Adidas,2024-05-15,90.0,88.0,88.0,92.0,89.0,120.0,229.0,Top 38%,Bottom 29%,"['Awesome value', ' Ideal for midfoot strikers', ' Well-cushioned', ' Excellent breathability', ' Durable outsole', ' Lightweight', ' Spacious toebox']","['Somewhat limited versatility', ' Lacing system', ' Suboptimal for heel strikers']","['Top pick in best Adidas running shoes (2024)', ' Top 18% in Shoes for gym and running', ' Top 27% in sustainable running shoes']","Crafting a budget-friendly shoe that excels in multiple areas is challenging, yet we think Adidas has done a remarkable job with the Duramo Speed. It offers a lightweight ride with superb breathability, complemented by a durable outsole and a solid Lightstrike midsole. While it might be a bit stiffer than we'd like, and the 6.0-mm drop isn't for everyone, we believe it's an excellent choice for those seeking great value.",7,3,3,24626.0,2.0,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Treadmill ', ' Walking ', ' All-day wear']",['Daily running'],"Summer, All seasons",263.0,6.0,23.0,,"32.7 mm, 29.0 mm","26.7 mm, 23.0 mm",Balanced,Small,Moderate,Small,Stiff,Moderate,Bad,Decent,Good,Breathable,✗,,✗,,True to size,Medium,Medium,Normal,✓,,6.0,"6.0 mm, 6.0 mm","9.2 oz / 261g, 9.3 oz / 263g",Mid/forefoot,,,False,✓,6 mm,23 mm,Men: 9.3 oz / 263g | Women: 8.4 oz / 238g
Adidas Fluidflow 2.0,https://runrepeat.com/adidas-fluidflow-20,Adidas,2023-07-24,80.0,80.0,80.0,89.0,,276.0,194.0,Bottom 14%,Bottom 40%,"['Bounce midsole mimics ride of more premium foams', ' Extremely durable for a budget shoe', ' Spacious toebox for wide feet', ' Generously padded for comfort', ' Suitable for running', ' walking', ' and indoor workouts', ' Subtle and stylish look for casual use', ' Wallet-friendly']","['Could be lighter', ' Limited arch support for flat feet', ' Squeaky outsole', ' Runs warm']",[''],"The Fluidflow 2.0 is a shoe that challenges what we expect from an affordable daily-trainer. This workhorse from Adidas is versatile in every meaning of the word; whether we took it out for runs, walks, to the gym, or just out on the town, the Fluidflow 2.0 always served its purpose while being comfy and stylish to boot.",9,4,1,24776.0,,Road,Neutral,Neutral,"['Jogging ', ' Walking']",['Daily running'],All seasons,312.0,,,,26.4 mm,18.3 mm,Balanced,Small,Flexible,Big,Flexible,Flexible,Decent,Good,Good,Moderate,✗,,,,Slightly large,Medium,Medium,Normal,✓,,8.1,8.1 mm,"11.1 oz / 316g, 11 oz / 312g","Heel, Mid/forefoot",,,False,✓,,,11 oz / 312g
Adidas Galaxy 6,https://runrepeat.com/adidas-galaxy-6,Adidas,2023-08-06,60.0,81.0,81.0,90.0,,261.0,291.0,Bottom 19%,Bottom 10%,"['Ideal for wide feet', ' Well-padded midsole', ' Comfortable upper material', ' Suitable for winter runs', ' Stable', ' Great for beginners', ' Ideal for easy runs', ' Excellent value']","['Subpar breathability', ' Excessively heavy', ' Poor traction']",[''],"For $60, we think that the Adidas Galaxy 6 is a real steal—unless you're put off by its noticeable weight and lackluster breathability. But if you can roll with these, you're in for some premium perks: generous comfort in the upper, comfy cushioning, amazing stability, and a sleek look—all without breaking the bank. Oh, and we do believe that it's a stellar pick for those just starting their running journey!",8,3,1,78504.0,,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,330.0,10.0,,,33.9 mm,22.9 mm,Balanced,Normal,Moderate,Big,Stiff,Flexible,Bad,Bad,Decent,Warm,,,,,Slightly small,Wide,Wide,Normal,✓,,10.5,"11.0 mm, 10.0 mm","11.7 oz / 332g, 11.6 oz / 330g",Heel,,,False,✓,10 mm,,11.6 oz / 330g
Adidas Pureboost 23,https://runrepeat.com/adidas-pureboost-23,Adidas,2023-11-03,140.0,81.0,81.0,90.0,,268.0,296.0,Bottom 17%,Bottom 8%,"['Breathable and comfortable upper', ' Doubles as a casual shoe or gym companion', ' Spacious toebox', ' Crafted for heel strikers', ' Performs excellently in cold weather', ' Remarkably stable', ' even at a easy paces', ' Full-length plush Boost midsole']","['Insufficient cushioning', ' Excessively heavy considering its low stack height', ' Makes no sense for forefoot strikers', ' Poor grip']",['Top 1% in Adidas Boost running shoes'],"The Adidas Pureboost 23 stands out as a versatile option for beginners and casual runners. Its design boasts a highly breathable and top-notch upper, paired with a thin-and-plush midsole, effortlessly transitioning between a running shoe and a trendy sneaker. Despite these positives, we noted the lack of cushioning and a bit of extra weight make it a favorable option mainly for those aiming for shorter, occasional runs.",8,4,1,7119.0,,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking']",['Daily running'],"Summer, All seasons",307.0,10.0,12.0,,"27.6 mm, 22.0 mm","16.1 mm, 12.0 mm",Soft,Small,Flexible,Small,Flexible,Stiff,Decent,Good,Good,Breathable,,,,,True to size,Medium,Wide,"Normal, Wide",✓,,10.75,"11.5 mm, 10.0 mm","10.8 oz / 305g, 10.8 oz / 307g",Heel,,,False,✓,10 mm,12 mm,Men: 10.8 oz / 307g | Women: 9.5 oz / 269g
Adidas Pureboost 5,https://runrepeat.com/adidas-pureboost-5,Adidas,2025-05-11,130.0,83.0,83.0,92.0,,426.0,347.0,Bottom 23%,Bottom 37%,"['Features the new Light Boost foam', ' Breathable upper', ' Spacious toebox vs. most competitors', ' Ideal for heel strikers', ' Much lighter than Pureboost 23', ' Solid durability', ' Semi-gusseted tongue offers top lockdown', ' Flexible build suits casual use', ' Reflective elements']","['Low toebox height', ' Not for long runs', ' Angled heel design not for everyone']",[''],"We think the Adidas Pureboost 5 is a solid upgrade that offers great value. In our lab tests, we found it’s 20% lighter than the last version and feels more lively underfoot. We were impressed by the breathable upper, new Light Boost foam, and how well it works for casual runs, gym sessions, and daily use. However, it may fall short for runners needing extra cushioning or those who land on the midfoot or forefoot.",9,3,1,4717.0,,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,270.0,10.0,23.0,,"31.2 mm, 33.0 mm","22.0 mm, 23.0 mm",Balanced,Small,-,-,Moderate,Moderate,Good,Good,Decent,Moderate,✗,,,,True to size,Medium,Wide,Normal,✓,,9.6,"9.2 mm, 10.0 mm","9 oz / 254g, 9.5 oz / 270g","Heel, Mid/forefoot",,,False,✓,10 mm,23 mm,Men: 9.5 oz / 270g | Women: 8.3 oz / 235g
Adidas Questar,https://runrepeat.com/adidas-questar,Adidas,2022-04-03,75.0,82.0,82.0,91.0,,255.0,274.0,Bottom 21%,Bottom 15%,"['Comfy for recovery days', ' Excellent walking shoe', ' Soft upper', ' Breathable for summer runs', ' Perfect for beginners', ' Affordable price', ' Upper made with recycled plastic']","['A no-no for wide feet', ' Hard to put on for some']",[''],"The Adidas Questar is a road running shoe that's perfect for beginners and casual runners who want a comfortable, easy-pace running shoe. We found it quite comfortable and not hurting the feet at all. Even better, it doesn't hurt the wallet with its price tag either. Overall, if you want a versatile running shoe that's perfect for daily runs and long walks, we believe that the Questar will do the job.",7,2,1,42338.0,,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],"Summer, All seasons",310.0,10.0,22.0,,"32.6 mm, 32.0 mm","22.1 mm, 22.0 mm",Balanced,Small,Moderate,Big,Stiff,Moderate,-,-,-,Breathable,,,,,True to size,Narrow,-,Normal,✓,,10.25,"10.5 mm, 10.0 mm","10.9 oz / 310g, 10.9 oz / 310g",Heel,,,False,✓,10 mm,22 mm,10.9 oz / 310g
Adidas Racer TR21,https://runrepeat.com/adidas-racer-tr21,Adidas,2023-07-24,75.0,87.0,87.0,90.0,92.0,144.0,279.0,Top 45%,Bottom 13%,"['Functions well as a casual sneaker', ' Comfortable for all-day wear', ' Suitable for wide feet', ' Budget-friendly at only $75', ' Appealing aesthetic', ' Eco-friendly', ' Stable for heel strikers']","['Only for casual runs', ' Offers limited arch support', ' Insufficient forefoot cushioning']","['Top 20% in Shoes for gym and running', ' Top 25% in running shoes for beginners']","The Adidas Racer TR21 doesn't quite match the expectations set by its name. It isn't quite a racing shoe, but rather a hybrid between a comfortable everyday sneaker and a heavy running shoe. Affordable and flexible, this shoe is crafted with the beginner in mind, making it perfect for low-intensity jogs or walks in the park. However, we think if you're in the market for a genuine racing shoe or if you're a midfoot or forefoot striker, this may not be the ideal fit.",7,3,2,122610.0,1.0,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,285.0,8.0,26.0,,"31.9 mm, 34.0 mm","19.0 mm, 26.0 mm",Balanced,Normal,Flexible,Big,Moderate,Flexible,Bad,Bad,Decent,Moderate,,,,,True to size,Medium,Medium,"Normal, Wide",✓,,10.45,"12.9 mm, 8.0 mm","11.2 oz / 318g, 10.1 oz / 285g",Heel,,,False,✓,8 mm,26 mm,10.1 oz / 285g
Adidas Runfalcon,https://runrepeat.com/adidas-runfalcon,Adidas,2019-02-14,60.0,80.0,80.0,88.0,70.0,497.0,461.0,Bottom 10%,Bottom 17%,"['Great value for price', ' Lightweight', ' Smooth transitions', ' Accommodating fit', ' Flexible', ' Affordable', ' Stylish']","['Firm cushioning', ' Not for fast runs']",[''],"The Runfalcon is among the most affordable Adidas running shoes that we have tested. And for a shoe of this caliber, we found that it is doing very well! Rather basic in its design, the shoe still packs all of the essentials, making for a reliable daily beater. If you don't expect much from it, the Runfalcon can be a nice surprise.",7,2,1,133994.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Walking']",['Daily running'],Winter,269.0,10.0,18.0,,"26.5 mm, 28.0 mm","17.6 mm, 18.0 mm",Balanced,Normal,Moderate,Big,Flexible,Moderate,-,-,-,Warm,✗,,,,True to size,Narrow,-,Normal,✓,,9.45,"8.9 mm, 10.0 mm","9.3 oz / 264g, 9.5 oz / 269g","Heel, Mid/forefoot",,,False,✓,10 mm,Men: 18 mm | Women: 17 mm,Men: 9.5 oz / 269g | Women: 8 oz / 227g
Adidas Runfalcon 2.0,https://runrepeat.com/adidas-runfalcon-20,Adidas,2021-03-26,60.0,80.0,80.0,89.0,,496.0,549.0,Bottom 11%,Bottom 1%,"['No break-in needed', ' Comfortable', ' padded upper', ' No heel slippage', ' Superb grip', ' Low price', ' Good-looking']","['Lacks responsiveness', ' Not for long-distance runs', ' Not breathable', ' Extremely low stack height']",[''],"A lifestyle shoe and a running shoe for $60? Take both in the Adidas Runfalcon 2.0! In our testing, we found it very suitable for casual runners and beginners who don't run more than 10 miles. But if you plan to take it out on fast-paced runs or long hauls out on the road, we say consider another shoe.",7,4,1,781183.0,,Road,Neutral,Neutral,"['Gym ', ' Jogging ', ' Walking']",['Daily running'],All seasons,280.0,10.0,,,28.7 mm,17.8 mm,Balanced,Small,Flexible,Big,Moderate,Moderate,-,-,-,Warm,,,,,True to size,Medium,Wide,Normal,✓,,10.45,"10.9 mm, 10.0 mm","9.9 oz / 280g, 9.9 oz / 280g",Heel,,,False,✓,10 mm,,9.9 oz / 280g
